AnoQuarter Linha_produto Categoria_produto Custo_dinheiro
2001Q4 "Clothes & Shoes" Clothes 8387
2001Q4 "Clothes & Shoes" Clothes 57290
2001Q4 "Clothes & Shoes" Clothes 29511
2001Q4 "Clothes & Shoes" Clothes 25857
2001Q4 "Clothes & Shoes" Clothes 10407
2001Q4 "Clothes & Shoes" Clothes 61809
2001Q4 "Clothes & Shoes" Clothes 20855
2001Q4 "Clothes & Shoes" Clothes 16170
2001Q4 "Clothes & Shoes" Clothes 2120
2001Q4 "Clothes & Shoes" Clothes 4849
2001Q4 "Clothes & Shoes" Clothes 27466
2001Q4 "Clothes & Shoes" Clothes 5294
2001Q4 "Clothes & Shoes" Clothes 118537
2001Q4 "Clothes & Shoes" Clothes 14314
2001Q4 "Clothes & Shoes" Shoes 213616
2001Q4 "Clothes & Shoes" Shoes 109573
2001Q4 "Clothes & Shoes" Shoes 107357
2001Q4 Outdoors Outdoors 213020
2001Q4 Outdoors Outdoors 83514
2001Q4 Outdoors Outdoors 15519
2001Q4 Outdoors Outdoors 5154
2001Q4 Outdoors Outdoors 96273
2001Q4 Outdoors Outdoors 97837
2001Q4 Outdoors Outdoors 164364
2001Q4 Sports "Assorted Sports Articles" 223198
2001Q4 Sports "Assorted Sports Articles" 43525
2001Q4 Sports "Assorted Sports Articles" 11585
2001Q4 Sports "Assorted Sports Articles" 216547
2001Q4 Sports Golf 131487
2001Q4 Sports Golf 64740
2001Q4 Sports "Indoor Sports" 59906
2001Q4 Sports "Indoor Sports" 9343
2001Q4 Sports "Indoor Sports" 30573
2001Q4 Sports "Racket Sports" 27969
2001Q4 Sports "Racket Sports" 103294
2001Q4 Sports "Racket Sports" 24122
2001Q4 Sports "Running - Jogging" 54408
2001Q4 Sports "Running - Jogging" 57557
2001Q4 Sports "Swim Sports" 28450
2001Q4 Sports "Team Sports" 9141
2001Q4 Sports "Team Sports" 6059
2001Q4 Sports "Team Sports" 2863
2001Q4 Sports "Team Sports" 40565
2001Q4 Sports "Winter Sports" 187396
2001Q4 Sports "Winter Sports" 144591
2002Q1 Children "Children Sports" 3799
2002Q1 Children "Children Sports" 1617
2002Q1 Children "Children Sports" 9039
2002Q1 Children "Children Sports" 7298
2002Q1 Children "Children Sports" 6247
2002Q1 Children "Children Sports" 19528
2002Q1 Children "Children Sports" 1952
2002Q1 Children "Children Sports" 256
2002Q1 Children "Children Sports" 7370
2002Q1 Children "Children Sports" 21553
2002Q1 Children "Children Sports" 2475
2002Q1 "Clothes & Shoes" Clothes 77701
2002Q1 "Clothes & Shoes" Clothes 4826
2002Q1 "Clothes & Shoes" Clothes 74232
2002Q1 "Clothes & Shoes" Clothes 17010
2002Q1 "Clothes & Shoes" Clothes 14147
2002Q1 "Clothes & Shoes" Clothes 5100
2002Q1 "Clothes & Shoes" Clothes 33389
2002Q1 "Clothes & Shoes" Clothes 13076
2002Q1 "Clothes & Shoes" Clothes 7794
2002Q1 "Clothes & Shoes" Clothes 1665
2002Q1 "Clothes & Shoes" Clothes 2174
2002Q1 "Clothes & Shoes" Clothes 17592
2002Q1 "Clothes & Shoes" Clothes 6514
2002Q1 "Clothes & Shoes" Clothes 68550
2002Q1 "Clothes & Shoes" Clothes 9320
2002Q1 "Clothes & Shoes" Shoes 206316
2002Q1 "Clothes & Shoes" Shoes 106128
2002Q1 "Clothes & Shoes" Shoes 99121
2002Q1 Outdoors Outdoors 281997
2002Q1 Outdoors Outdoors 43665
2002Q1 Outdoors Outdoors 7515
2002Q1 Outdoors Outdoors 5040
2002Q1 Outdoors Outdoors 92439
2002Q1 Outdoors Outdoors 81254
2002Q1 Outdoors Outdoors 151894
2002Q1 Sports "Assorted Sports Articles" 138444
2002Q1 Sports "Assorted Sports Articles" 23131
2002Q1 Sports "Assorted Sports Articles" 10018
2002Q1 Sports "Assorted Sports Articles" 185717
2002Q1 Sports Golf 91135
2002Q1 Sports Golf 41645
2002Q1 Sports "Indoor Sports" 51669
2002Q1 Sports "Indoor Sports" 9255
2002Q1 Sports "Indoor Sports" 36919
2002Q1 Sports "Racket Sports" 13589
2002Q1 Sports "Racket Sports" 42952
2002Q1 Sports "Racket Sports" 13208
2002Q1 Sports "Running - Jogging" 54407
2002Q1 Sports "Running - Jogging" 60493
2002Q1 Sports "Swim Sports" 25312
2002Q1 Sports "Team Sports" 5049
2002Q1 Sports "Team Sports" 3053
2002Q1 Sports "Team Sports" 2094
2002Q1 Sports "Team Sports" 24050
2002Q1 Sports "Winter Sports" 209548
2002Q1 Sports "Winter Sports" 149387
2002Q2 Children "Children Sports" 10525
2002Q2 Children "Children Sports" 4590
2002Q2 Children "Children Sports" 20736
2002Q2 Children "Children Sports" 16897
2002Q2 Children "Children Sports" 14919
2002Q2 Children "Children Sports" 47881
2002Q2 Children "Children Sports" 4854
2002Q2 Children "Children Sports" 774
2002Q2 Children "Children Sports" 16364
2002Q2 Children "Children Sports" 52430
2002Q2 Children "Children Sports" 6469
2002Q2 "Clothes & Shoes" Clothes 168167
2002Q2 "Clothes & Shoes" Clothes 10033
2002Q2 "Clothes & Shoes" Clothes 48550
2002Q2 "Clothes & Shoes" Clothes 32034
2002Q2 "Clothes & Shoes" Clothes 24609
2002Q2 "Clothes & Shoes" Clothes 12797
2002Q2 "Clothes & Shoes" Clothes 75422
2002Q2 "Clothes & Shoes" Clothes 25612
2002Q2 "Clothes & Shoes" Clothes 17857
2002Q2 "Clothes & Shoes" Clothes 3424
2002Q2 "Clothes & Shoes" Clothes 4237
2002Q2 "Clothes & Shoes" Clothes 33827
2002Q2 "Clothes & Shoes" Clothes 9840
2002Q2 "Clothes & Shoes" Clothes 141852
2002Q2 "Clothes & Shoes" Clothes 16144
2002Q2 "Clothes & Shoes" Shoes 347787
2002Q2 "Clothes & Shoes" Shoes 172755
2002Q2 "Clothes & Shoes" Shoes 162324
2002Q2 Outdoors Outdoors 198058
2002Q2 Outdoors Outdoors 118116
2002Q2 Outdoors Outdoors 7601
2002Q2 Outdoors Outdoors 2458
2002Q2 Outdoors Outdoors 228632
2002Q2 Outdoors Outdoors 207331
2002Q2 Outdoors Outdoors 367242
2002Q2 Sports "Assorted Sports Articles" 275401
2002Q2 Sports "Assorted Sports Articles" 21719
2002Q2 Sports "Assorted Sports Articles" 31578
2002Q2 Sports "Assorted Sports Articles" 472707
2002Q2 Sports Golf 206982
2002Q2 Sports Golf 102988
2002Q2 Sports "Indoor Sports" 33548
2002Q2 Sports "Indoor Sports" 5821
2002Q2 Sports "Indoor Sports" 20542
2002Q2 Sports "Racket Sports" 13079
2002Q2 Sports "Racket Sports" 78666
2002Q2 Sports "Racket Sports" 41115
2002Q2 Sports "Running - Jogging" 87511
2002Q2 Sports "Running - Jogging" 92467
2002Q2 Sports "Swim Sports" 74303
2002Q2 Sports "Team Sports" 15111
2002Q2 Sports "Team Sports" 10035
2002Q2 Sports "Team Sports" 1683
2002Q2 Sports "Team Sports" 57621
2002Q2 Sports "Winter Sports" 74294
2002Q2 Sports "Winter Sports" 57669
2002Q3 Children "Children Sports" 10379
2002Q3 Children "Children Sports" 4179
2002Q3 Children "Children Sports" 23070
2002Q3 Children "Children Sports" 19333
2002Q3 Children "Children Sports" 17706
2002Q3 Children "Children Sports" 58258
2002Q3 Children "Children Sports" 5173
2002Q3 Children "Children Sports" 714
2002Q3 Children "Children Sports" 19038
2002Q3 Children "Children Sports" 56038
2002Q3 Children "Children Sports" 7665
2002Q3 "Clothes & Shoes" Clothes 196834
2002Q3 "Clothes & Shoes" Clothes 12981
2002Q3 "Clothes & Shoes" Clothes 38124
2002Q3 "Clothes & Shoes" Clothes 40188
2002Q3 "Clothes & Shoes" Clothes 34720
2002Q3 "Clothes & Shoes" Clothes 9217
2002Q3 "Clothes & Shoes" Clothes 83634
2002Q3 "Clothes & Shoes" Clothes 30805
2002Q3 "Clothes & Shoes" Clothes 19935
2002Q3 "Clothes & Shoes" Clothes 4347
2002Q3 "Clothes & Shoes" Clothes 5789
2002Q3 "Clothes & Shoes" Clothes 42694
2002Q3 "Clothes & Shoes" Clothes 14872
2002Q3 "Clothes & Shoes" Clothes 164058
2002Q3 "Clothes & Shoes" Clothes 20598
2002Q3 "Clothes & Shoes" Shoes 361886
2002Q3 "Clothes & Shoes" Shoes 183383
2002Q3 "Clothes & Shoes" Shoes 166378
2002Q3 Outdoors Outdoors 118857
2002Q3 Outdoors Outdoors 106178
2002Q3 Outdoors Outdoors 8620
2002Q3 Outdoors Outdoors 2452
2002Q3 Outdoors Outdoors 219437
2002Q3 Outdoors Outdoors 194732
2002Q3 Outdoors Outdoors 329081
2002Q3 Sports "Assorted Sports Articles" 308778
2002Q3 Sports "Assorted Sports Articles" 23029
2002Q3 Sports "Assorted Sports Articles" 28291
2002Q3 Sports "Assorted Sports Articles" 474326
2002Q3 Sports Golf 206493
2002Q3 Sports Golf 102041
2002Q3 Sports "Indoor Sports" 57933
2002Q3 Sports "Indoor Sports" 10548
2002Q3 Sports "Indoor Sports" 41909
2002Q3 Sports "Racket Sports" 17031
2002Q3 Sports "Racket Sports" 102938
2002Q3 Sports "Racket Sports" 29572
2002Q3 Sports "Running - Jogging" 87310
2002Q3 Sports "Running - Jogging" 95463
2002Q3 Sports "Swim Sports" 73296
2002Q3 Sports "Team Sports" 17552
2002Q3 Sports "Team Sports" 11490
2002Q3 Sports "Team Sports" 4347
2002Q3 Sports "Team Sports" 48748
2002Q3 Sports "Winter Sports" 75256
2002Q3 Sports "Winter Sports" 52940
2002Q4 Children "Children Sports" 13296
2002Q4 Children "Children Sports" 2234
2002Q4 Children "Children Sports" 22391
2002Q4 Children "Children Sports" 17454
2002Q4 Children "Children Sports" 17826
2002Q4 Children "Children Sports" 56768
2002Q4 Children "Children Sports" 5596
2002Q4 Children "Children Sports" 647
2002Q4 Children "Children Sports" 18501
2002Q4 Children "Children Sports" 56292
2002Q4 Children "Children Sports" 8154
2002Q4 "Clothes & Shoes" Clothes 180623
2002Q4 "Clothes & Shoes" Clothes 11160
2002Q4 "Clothes & Shoes" Clothes 75036
2002Q4 "Clothes & Shoes" Clothes 33389
2002Q4 "Clothes & Shoes" Clothes 32320
2002Q4 "Clothes & Shoes" Clothes 16776
2002Q4 "Clothes & Shoes" Clothes 78021
2002Q4 "Clothes & Shoes" Clothes 26404
2002Q4 "Clothes & Shoes" Clothes 19697
2002Q4 "Clothes & Shoes" Clothes 2604
2002Q4 "Clothes & Shoes" Clothes 5739
2002Q4 "Clothes & Shoes" Clothes 40856
2002Q4 "Clothes & Shoes" Clothes 6491
2002Q4 "Clothes & Shoes" Clothes 144665
2002Q4 "Clothes & Shoes" Clothes 20182
2002Q4 "Clothes & Shoes" Shoes 271347
2002Q4 "Clothes & Shoes" Shoes 145236
2002Q4 "Clothes & Shoes" Shoes 126857
2002Q4 Outdoors Outdoors 290743
2002Q4 Outdoors Outdoors 121630
2002Q4 Outdoors Outdoors 20166
2002Q4 Outdoors Outdoors 6157
2002Q4 Outdoors Outdoors 136348
2002Q4 Outdoors Outdoors 131291
2002Q4 Outdoors Outdoors 225865
2002Q4 Sports "Assorted Sports Articles" 295161
2002Q4 Sports "Assorted Sports Articles" 53117
2002Q4 Sports "Assorted Sports Articles" 17859
2002Q4 Sports "Assorted Sports Articles" 282413
2002Q4 Sports Golf 188268
2002Q4 Sports Golf 87281
2002Q4 Sports "Indoor Sports" 91794
2002Q4 Sports "Indoor Sports" 17303
2002Q4 Sports "Indoor Sports" 60631
2002Q4 Sports "Racket Sports" 29049
2002Q4 Sports "Racket Sports" 127070
2002Q4 Sports "Racket Sports" 30879
2002Q4 Sports "Running - Jogging" 70838
2002Q4 Sports "Running - Jogging" 76700
2002Q4 Sports "Swim Sports" 40086
2002Q4 Sports "Team Sports" 19107
2002Q4 Sports "Team Sports" 14803
2002Q4 Sports "Team Sports" 5981
2002Q4 Sports "Team Sports" 53881
2002Q4 Sports "Winter Sports" 199924
2002Q4 Sports "Winter Sports" 138617
